Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2010,Afghanistan,Afghanistan,AFG,AFG,0,0,351907,0,0,0,838250
2010,Australia,Afghanistan,AUS,AFG,5518,68,0,0,0,0,0
2010,Austria,Afghanistan,AUT,AFG,7359,2696,0,0,0,0,0
2010,Azerbaijan,Afghanistan,AZE,AFG,718,0,0,0,0,0,0
2010,Belgium,Afghanistan,BEL,AFG,501,0,0,0,0,0,0
2010,Belarus,Afghanistan,BLR,AFG,417,55,0,0,0,0,0
2010,Brazil,Afghanistan,BRA,AFG,22,0,0,0,0,0,0
2010,"Bosnia and Herzegovina",Afghanistan,BIH,AFG,0,11,0,0,0,0,0
2010,Bulgaria,Afghanistan,BGR,AFG,2048,402,0,0,0,0,0
2010,Canada,Afghanistan,CAN,AFG,2727,592,0,0,0,0,0
2010,"Cayman Islands",Afghanistan,CYM,AFG,0,5,0,0,0,0,0
2010,China,Afghanistan,CHN,AFG,7,0,0,0,0,0,0
2010,Chile,Afghanistan,CHL,AFG,12,0,0,0,0,0,0
2010,Colombia,Afghanistan,COL,AFG,0,5,0,0,0,0,0
2010,Cyprus,Afghanistan,CYP,AFG,7,112,0,0,0,0,0
2010,Czechia,Afghanistan,CZE,AFG,224,7,0,0,0,0,0
2010,Denmark,Afghanistan,DNK,AFG,4467,974,0,0,0,0,0
2010,Ecuador,Afghanistan,ECU,AFG,114,24,0,0,0,0,0
2010,Estonia,Afghanistan,EST,AFG,12,0,0,0,0,0,0
2010,Fiji,Afghanistan,FJI,AFG,0,5,0,0,0,0,0
2010,Finland,Afghanistan,FIN,AFG,807,235,0,0,0,0,0
2010,France,Afghanistan,FRA,AFG,1790,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Afghanistan,GBR,AFG,23406,0,0,0,0,0,0
2010,Georgia,Afghanistan,GEO,AFG,5,0,0,0,0,0,0
2010,Germany,Afghanistan,DEU,AFG,30404,7024,0,0,0,0,1073
2010,Greece,Afghanistan,GRC,AFG,96,4552,0,0,0,0,0
2010,"China, Hong Kong SAR",Afghanistan,HKG,AFG,6,6,0,0,0,0,0
2010,Croatia,Afghanistan,HRV,AFG,5,16,0,0,0,0,0
2010,Hungary,Afghanistan,HUN,AFG,1767,54,0,0,0,0,0
2010,Iceland,Afghanistan,ISL,AFG,6,0,0,0,0,0,0
2010,India,Afghanistan,IND,AFG,9094,223,0,0,0,0,0
2010,Indonesia,Afghanistan,IDN,AFG,259,1207,0,0,0,0,0
2010,Ireland,Afghanistan,IRL,AFG,157,181,0,0,0,0,0
2010,"Iran (Islamic Rep. of)",Afghanistan,IRN,AFG,1027577,1639,0,0,0,0,0
2010,Italy,Afghanistan,ITA,AFG,3665,304,0,0,0,0,0
2010,Jordan,Afghanistan,JOR,AFG,15,36,0,0,0,0,0
2010,Japan,Afghanistan,JPN,AFG,54,0,0,0,0,0,0
2010,Kazakhstan,Afghanistan,KAZ,AFG,593,22,0,0,0,0,0
2010,Kyrgyzstan,Afghanistan,KGZ,AFG,415,232,0,0,0,0,0
2010,"Rep. of Korea",Afghanistan,KOR,AFG,7,16,0,0,0,0,0
2010,Kuwait,Afghanistan,KWT,AFG,0,1794,0,0,0,0,0
2010,Lebanon,Afghanistan,LBN,AFG,9,6,0,0,0,0,0
2010,Lithuania,Afghanistan,LTU,AFG,108,0,0,0,0,0,0
2010,Luxembourg,Afghanistan,LUX,AFG,0,16,0,0,0,0,0
2010,Latvia,Afghanistan,LVA,AFG,19,22,0,0,0,0,0
2010,"North Macedonia",Afghanistan,MKD,AFG,0,29,0,0,0,0,0
2010,"Rep. of Moldova",Afghanistan,MDA,AFG,13,8,0,0,0,0,0
2010,Malaysia,Afghanistan,MYS,AFG,430,76,0,0,0,0,0
2010,Morocco,Afghanistan,MAR,AFG,8,0,0,0,0,0,0
2010,Malta,Afghanistan,MLT,AFG,8,0,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Afghanistan,NLD,AFG,6731,1510,0,0,0,0,0
2010,Norway,Afghanistan,NOR,AFG,5396,2249,0,0,0,0,0
2010,"New Zealand",Afghanistan,NZL,AFG,172,12,0,0,0,0,0
2010,Pakistan,Afghanistan,PAK,AFG,1899842,1946,0,0,0,0,0
2010,Panama,Afghanistan,PAN,AFG,0,5,0,0,0,0,0
2010,Poland,Afghanistan,POL,AFG,76,15,0,0,0,0,0
2010,Portugal,Afghanistan,PRT,AFG,6,0,0,0,0,0,0
2010,Romania,Afghanistan,ROU,AFG,75,28,0,0,0,0,0
2010,"South Africa",Afghanistan,ZAF,AFG,18,0,0,0,0,0,0
2010,"Russian Federation",Afghanistan,RUS,AFG,1953,597,0,0,0,0,0
2010,Spain,Afghanistan,ESP,AFG,59,17,0,0,0,0,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Afghanistan,SRB,AFG,0,100,0,0,0,0,0
2010,Slovakia,Afghanistan,SVK,AFG,135,0,0,0,0,0,0
2010,Slovenia,Afghanistan,SVN,AFG,6,9,0,0,0,0,0
2010,Sweden,Afghanistan,SWE,AFG,4150,1708,0,0,0,0,0
2010,Switzerland,Afghanistan,CHE,AFG,1929,923,0,0,0,0,0
2010,"Syrian Arab Rep.",Afghanistan,SYR,AFG,1611,541,0,0,0,0,0
2010,Tajikistan,Afghanistan,TJK,AFG,3126,1607,0,0,0,0,0
2010,Turkmenistan,Afghanistan,TKM,AFG,30,0,0,0,0,0,0
2010,Türkiye,Afghanistan,TUR,AFG,1491,1956,0,0,0,0,0
2010,"United Arab Emirates",Afghanistan,ARE,AFG,5,16,0,0,0,0,0
2010,Ukraine,Afghanistan,UKR,AFG,1339,1162,0,0,0,0,0
2010,"United States of America",Afghanistan,USA,AFG,1364,46,0,0,0,0,0
2010,Uzbekistan,Afghanistan,UZB,AFG,304,0,0,0,0,0,0
2010,"Venezuela (Bolivarian Republic of)",Afghanistan,VEN,AFG,5,0,0,0,0,0,0
2010,Argentina,Albania,ARG,ALB,27,0,0,0,0,0,0
2010,Australia,Albania,AUS,ALB,46,20,0,0,0,0,0
2010,Austria,Albania,AUT,ALB,180,174,0,0,0,0,0
2010,Belgium,Albania,BEL,ALB,216,0,0,0,0,0,0
2010,Bulgaria,Albania,BGR,ALB,10,0,0,0,0,0,0
2010,Canada,Albania,CAN,ALB,2166,507,0,0,0,0,0
2010,Czechia,Albania,CZE,ALB,12,0,0,0,0,0,0
2010,Denmark,Albania,DNK,ALB,56,5,0,0,0,0,0
2010,Ecuador,Albania,ECU,ALB,6,0,0,0,0,0,0
2010,Finland,Albania,FIN,ALB,19,0,0,0,0,0,0
2010,France,Albania,FRA,ALB,1556,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Albania,GBR,ALB,1479,0,0,0,0,0,0
2010,Germany,Albania,DEU,ALB,2275,66,0,0,0,0,0
2010,Greece,Albania,GRC,ALB,0,373,0,0,0,0,0
2010,Hungary,Albania,HUN,ALB,5,0,0,0,0,0,0
2010,Iceland,Albania,ISL,ALB,12,0,0,0,0,0,0
2010,Ireland,Albania,IRL,ALB,180,79,0,0,0,0,0
2010,Italy,Albania,ITA,ALB,177,11,0,0,0,0,0
2010,Luxembourg,Albania,LUX,ALB,0,29,0,0,0,0,0
2010,Mexico,Albania,MEX,ALB,5,0,0,0,0,0,0
2010,Montenegro,Albania,MNE,ALB,0,0,0,0,0,0,36
2010,"Netherlands (Kingdom of the)",Albania,NLD,ALB,36,9,0,0,0,0,0
2010,Norway,Albania,NOR,ALB,57,10,0,0,0,0,0
2010,"New Zealand",Albania,NZL,ALB,5,0,0,0,0,0,0
2010,Spain,Albania,ESP,ALB,14,0,0,0,0,0,0
2010,Sweden,Albania,SWE,ALB,166,39,0,0,0,0,0
2010,Switzerland,Albania,CHE,ALB,62,10,0,0,0,0,0
2010,"United States of America",Albania,USA,ALB,6004,18,0,0,0,0,0
2010,Egypt,Algeria,EGY,DZA,5,5,0,0,0,0,0
2010,Argentina,Algeria,ARG,DZA,45,0,0,0,0,0,0
2010,Australia,Algeria,AUS,DZA,20,0,0,0,0,0,0
2010,Austria,Algeria,AUT,DZA,33,247,0,0,0,0,0
2010,Belgium,Algeria,BEL,DZA,35,0,0,0,0,0,0
2010,"Burkina Faso",Algeria,BFA,DZA,0,5,0,0,0,0,0
2010,Brazil,Algeria,BRA,DZA,7,0,0,0,0,0,0
2010,Bulgaria,Algeria,BGR,DZA,21,0,0,0,0,0,0
2010,Canada,Algeria,CAN,DZA,877,256,0,0,0,0,0
2010,Cyprus,Algeria,CYP,DZA,5,11,0,0,0,0,0
2010,Czechia,Algeria,CZE,DZA,0,7,0,0,0,0,0
2010,Denmark,Algeria,DNK,DZA,13,43,0,0,0,0,0
2010,Finland,Algeria,FIN,DZA,27,17,0,0,0,0,0
2010,France,Algeria,FRA,DZA,1189,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Algeria,GBR,DZA,946,0,0,0,0,0,0
2010,Germany,Algeria,DEU,DZA,2283,426,0,0,0,0,0
2010,Greece,Algeria,GRC,DZA,7,29,0,0,0,0,0
2010,Hungary,Algeria,HUN,DZA,37,0,0,0,0,0,0
2010,Indonesia,Algeria,IDN,DZA,0,5,0,0,0,0,0
2010,Ireland,Algeria,IRL,DZA,164,109,0,0,0,0,0
2010,Italy,Algeria,ITA,DZA,61,27,0,0,0,0,0
2010,"Rep. of Korea",Algeria,KOR,DZA,5,0,0,0,0,0,0
2010,Libya,Algeria,LBY,DZA,6,0,0,0,0,0,0
2010,Lebanon,Algeria,LBN,DZA,5,0,0,0,0,0,0
2010,Luxembourg,Algeria,LUX,DZA,0,28,0,0,0,0,0
2010,Montenegro,Algeria,MNE,DZA,0,5,0,0,0,0,0
2010,Morocco,Algeria,MAR,DZA,0,5,0,0,0,0,0
2010,Malta,Algeria,MLT,DZA,0,10,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Algeria,NLD,DZA,77,15,0,0,0,0,0
2010,Norway,Algeria,NOR,DZA,69,52,0,0,0,0,0
2010,"New Zealand",Algeria,NZL,DZA,28,0,0,0,0,0,0
2010,Pakistan,Algeria,PAK,DZA,35,0,0,0,0,0,0
2010,Poland,Algeria,POL,DZA,0,5,0,0,0,0,0
2010,Romania,Algeria,ROU,DZA,0,5,0,0,0,0,0
2010,Senegal,Algeria,SEN,DZA,9,10,0,0,0,0,0
2010,Spain,Algeria,ESP,DZA,57,41,0,0,0,0,0
2010,Slovenia,Algeria,SVN,DZA,0,5,0,0,0,0,0
2010,Sweden,Algeria,SWE,DZA,86,135,0,0,0,0,0
2010,Switzerland,Algeria,CHE,DZA,204,168,0,0,0,0,0
2010,"Syrian Arab Rep.",Algeria,SYR,DZA,0,20,0,0,0,0,0
2010,Tunisia,Algeria,TUN,DZA,21,0,0,0,0,0,0
2010,Türkiye,Algeria,TUR,DZA,0,8,0,0,0,0,0
2010,Ukraine,Algeria,UKR,DZA,0,5,0,0,0,0,0
2010,"United States of America",Algeria,USA,DZA,283,5,0,0,0,0,0
2010,Yemen,Algeria,YEM,DZA,5,5,0,0,0,0,0
2010,"United States of America",Andorra,USA,AND,5,0,0,0,0,0,0
2010,Algeria,Angola,DZA,AGO,5,0,0,0,0,0,0
2010,Egypt,Angola,EGY,AGO,0,5,0,0,0,0,0
2010,Argentina,Angola,ARG,AGO,14,0,0,0,0,0,0
2010,Australia,Angola,AUS,AGO,5,0,0,0,0,0,0
2010,Austria,Angola,AUT,AGO,173,25,0,0,0,0,0
2010,Belgium,Angola,BEL,AGO,117,0,0,0,0,0,0
2010,Benin,Angola,BEN,AGO,5,0,0,0,0,0,0
2010,Botswana,Angola,BWA,AGO,512,0,0,0,0,0,0
2010,Brazil,Angola,BRA,AGO,1686,17,0,0,0,0,0
2010,Bulgaria,Angola,BGR,AGO,5,0,0,0,0,0,0
2010,Canada,Angola,CAN,AGO,1030,23,0,0,0,0,0
2010,"Central African Rep.",Angola,CAF,AGO,11,0,0,0,0,0,0
2010,Cameroon,Angola,CMR,AGO,19,0,0,0,0,0,0
2010,Congo,Angola,COG,AGO,828,46,0,0,0,0,0
2010,"Dem. Rep. of the Congo",Angola,COD,AGO,79617,0,0,0,0,0,0
2010,Colombia,Angola,COL,AGO,5,0,0,0,0,0,0
2010,Czechia,Angola,CZE,AGO,23,5,0,0,0,0,0
2010,Denmark,Angola,DNK,AGO,9,0,0,0,0,0,0
2010,Finland,Angola,FIN,AGO,206,43,0,0,0,0,0
2010,France,Angola,FRA,AGO,3097,0,0,0,0,0,0
2010,Gabon,Angola,GAB,AGO,71,33,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Angola,GBR,AGO,2590,0,0,0,0,0,0
2010,Germany,Angola,DEU,AGO,3321,176,0,0,0,0,0
2010,Hungary,Angola,HUN,AGO,17,0,0,0,0,0,0
2010,"Cote d'Ivoire",Angola,CIV,AGO,0,5,0,0,0,0,0
2010,Ireland,Angola,IRL,AGO,355,67,0,0,0,0,0
2010,Italy,Angola,ITA,AGO,95,0,0,0,0,0,0
2010,Japan,Angola,JPN,AGO,0,8,0,0,0,0,0
2010,Luxembourg,Angola,LUX,AGO,0,7,0,0,0,0,0
2010,Mexico,Angola,MEX,AGO,5,0,0,0,0,0,0
2010,Morocco,Angola,MAR,AGO,5,5,0,0,0,0,0
2010,Mozambique,Angola,MOZ,AGO,6,5,0,0,0,0,0
2010,Namibia,Angola,NAM,AGO,5904,0,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Angola,NLD,AGO,1930,55,0,0,0,0,0
2010,Nigeria,Angola,NGA,AGO,7,0,0,0,0,0,0
2010,Norway,Angola,NOR,AGO,168,29,0,0,0,0,0
2010,Portugal,Angola,PRT,AGO,5,5,0,0,0,0,0
2010,"South Africa",Angola,ZAF,AGO,5808,0,0,0,0,0,0
2010,"Russian Federation",Angola,RUS,AGO,18,5,0,0,0,0,0
2010,Rwanda,Angola,RWA,AGO,5,0,0,0,0,0,0
2010,Senegal,Angola,SEN,AGO,0,12,0,0,0,0,0
2010,Spain,Angola,ESP,AGO,29,12,0,0,0,0,0
2010,Eswatini,Angola,SWZ,AGO,95,0,0,0,0,0,0
2010,Sweden,Angola,SWE,AGO,108,23,0,0,0,0,0
2010,Switzerland,Angola,CHE,AGO,1440,69,0,0,0,0,0
2010,Ukraine,Angola,UKR,AGO,31,14,0,0,0,0,0
2010,"United States of America",Angola,USA,AGO,201,5,0,0,0,0,0
2010,Zambia,Angola,ZMB,AGO,25265,11,0,0,0,0,0
2010,Zimbabwe,Angola,ZWE,AGO,5,0,0,0,0,0,0
2010,Canada,"Antigua and Barbuda",CAN,ATG,28,27,0,0,0,0,0
2010,Italy,"Antigua and Barbuda",ITA,ATG,0,5,0,0,0,0,0
2010,Albania,Egypt,ALB,EGY,5,0,0,0,0,0,0
2010,Australia,Egypt,AUS,EGY,350,256,0,0,0,0,0
2010,Austria,Egypt,AUT,EGY,40,129,0,0,0,0,0
2010,Belgium,Egypt,BEL,EGY,9,0,0,0,0,0,0
2010,Brazil,Egypt,BRA,EGY,5,0,0,0,0,0,0
2010,Bulgaria,Egypt,BGR,EGY,5,0,0,0,0,0,0
2010,Canada,Egypt,CAN,EGY,573,164,0,0,0,0,0
2010,Cyprus,Egypt,CYP,EGY,48,155,0,0,0,0,0
2010,Denmark,Egypt,DNK,EGY,0,7,0,0,0,0,0
2010,Finland,Egypt,FIN,EGY,0,5,0,0,0,0,0
2010,France,Egypt,FRA,EGY,136,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Egypt,GBR,EGY,49,0,0,0,0,0,0
2010,Germany,Egypt,DEU,EGY,875,117,0,0,0,0,0
2010,Greece,Egypt,GRC,EGY,5,166,0,0,0,0,0
2010,"China, Hong Kong SAR",Egypt,HKG,EGY,6,10,0,0,0,0,0
2010,Hungary,Egypt,HUN,EGY,12,0,0,0,0,0,0
2010,Indonesia,Egypt,IDN,EGY,0,8,0,0,0,0,0
2010,Ireland,Egypt,IRL,EGY,28,22,0,0,0,0,0
2010,Israel,Egypt,ISR,EGY,0,9,0,0,0,0,0
2010,Italy,Egypt,ITA,EGY,23,9,0,0,0,0,0
2010,Jordan,Egypt,JOR,EGY,21,75,0,0,0,0,0
2010,Kenya,Egypt,KEN,EGY,5,0,0,0,0,0,0
2010,Kuwait,Egypt,KWT,EGY,0,7,0,0,0,0,0
2010,Libya,Egypt,LBY,EGY,5,0,0,0,0,0,0
2010,Lebanon,Egypt,LBN,EGY,9,22,0,0,0,0,0
2010,Malaysia,Egypt,MYS,EGY,0,5,0,0,0,0,0
2010,Malta,Egypt,MLT,EGY,5,0,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Egypt,NLD,EGY,46,34,0,0,0,0,0
2010,Norway,Egypt,NOR,EGY,10,26,0,0,0,0,0
2010,"New Zealand",Egypt,NZL,EGY,11,0,0,0,0,0,0
2010,Poland,Egypt,POL,EGY,0,11,0,0,0,0,0
2010,Romania,Egypt,ROU,EGY,10,6,0,0,0,0,0
2010,"Russian Federation",Egypt,RUS,EGY,9,9,0,0,0,0,0
2010,"Saudi Arabia",Egypt,SAU,EGY,0,5,0,0,0,0,0
2010,Spain,Egypt,ESP,EGY,7,0,0,0,0,0,0
2010,Sweden,Egypt,SWE,EGY,112,146,0,0,0,0,0
2010,Switzerland,Egypt,CHE,EGY,43,24,0,0,0,0,0
2010,"Syrian Arab Rep.",Egypt,SYR,EGY,14,28,0,0,0,0,0
2010,Türkiye,Egypt,TUR,EGY,6,5,0,0,0,0,0
2010,"United States of America",Egypt,USA,EGY,4407,97,0,0,0,0,0
2010,Yemen,Egypt,YEM,EGY,14,14,0,0,0,0,0
2010,Brazil,Argentina,BRA,ARG,11,0,0,0,0,0,0
2010,Canada,Argentina,CAN,ARG,363,63,0,0,0,0,0
2010,Ecuador,Argentina,ECU,ARG,5,11,0,0,0,0,0
2010,Germany,Argentina,DEU,ARG,32,0,0,0,0,0,0
2010,Sweden,Argentina,SWE,ARG,5,0,0,0,0,0,0
2010,Uruguay,Argentina,URY,ARG,0,5,0,0,0,0,0
2010,"United States of America",Argentina,USA,ARG,137,5,0,0,0,0,0
2010,Argentina,Armenia,ARG,ARM,122,5,0,0,0,0,0
2010,Armenia,Armenia,ARM,ARM,0,0,0,0,0,0,82519
2010,Australia,Armenia,AUS,ARM,7,0,0,0,0,0,0
2010,Austria,Armenia,AUT,ARM,855,881,0,0,0,0,0
2010,Azerbaijan,Armenia,AZE,ARM,5,5,0,0,0,0,0
2010,Belgium,Armenia,BEL,ARM,61,0,0,0,0,0,0
2010,Belarus,Armenia,BLR,ARM,5,0,0,0,0,0,0
2010,Brazil,Armenia,BRA,ARM,5,0,0,0,0,0,0
2010,Bulgaria,Armenia,BGR,ARM,32,26,0,0,0,0,0
2010,Canada,Armenia,CAN,ARM,179,40,0,0,0,0,0
2010,Cyprus,Armenia,CYP,ARM,23,38,0,0,0,0,0
2010,Czechia,Armenia,CZE,ARM,79,31,0,0,0,0,0
2010,Denmark,Armenia,DNK,ARM,72,19,0,0,0,0,0
2010,Ecuador,Armenia,ECU,ARM,5,0,0,0,0,0,0
2010,Finland,Armenia,FIN,ARM,13,0,0,0,0,0,0
2010,France,Armenia,FRA,ARM,3073,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Armenia,GBR,ARM,20,0,0,0,0,0,0
2010,Germany,Armenia,DEU,ARM,3918,658,0,0,0,0,0
2010,Greece,Armenia,GRC,ARM,5,121,0,0,0,0,0
2010,Hungary,Armenia,HUN,ARM,109,0,0,0,0,0,0
2010,Iceland,Armenia,ISL,ARM,5,0,0,0,0,0,0
2010,Ireland,Armenia,IRL,ARM,43,22,0,0,0,0,0
2010,Italy,Armenia,ITA,ARM,71,18,0,0,0,0,0
2010,Liechtenstein,Armenia,LIE,ARM,16,0,0,0,0,0,0
2010,Lithuania,Armenia,LTU,ARM,5,0,0,0,0,0,0
2010,"Rep. of Moldova",Armenia,MDA,ARM,26,23,0,0,0,0,0
2010,Malta,Armenia,MLT,ARM,0,5,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Armenia,NLD,ARM,1082,577,0,0,0,0,0
2010,Norway,Armenia,NOR,ARM,59,7,0,0,0,0,0
2010,Poland,Armenia,POL,ARM,24,72,0,0,0,0,0
2010,Romania,Armenia,ROU,ARM,0,5,0,0,0,0,0
2010,"Russian Federation",Armenia,RUS,ARM,0,5,0,0,0,0,0
2010,Spain,Armenia,ESP,ARM,105,21,0,0,0,0,0
2010,Slovakia,Armenia,SVK,ARM,10,0,0,0,0,0,0
2010,Sweden,Armenia,SWE,ARM,599,242,0,0,0,0,0
2010,Switzerland,Armenia,CHE,ARM,81,79,0,0,0,0,0
2010,Turkmenistan,Armenia,TKM,ARM,5,0,0,0,0,0,0
2010,Ukraine,Armenia,UKR,ARM,198,20,0,0,0,0,0
2010,"United States of America",Armenia,USA,ARM,6636,27,0,0,0,0,0
2010,Canada,Australia,CAN,AUS,5,10,0,0,0,0,0
2010,Germany,Australia,DEU,AUS,33,0,0,0,0,0,0
2010,Switzerland,Austria,CHE,AUT,5,0,0,0,0,0,0
2010,"United States of America",Austria,USA,AUT,5,0,0,0,0,0,0
2010,Armenia,Azerbaijan,ARM,AZE,2347,0,0,0,0,0,0
2010,Australia,Azerbaijan,AUS,AZE,5,0,0,0,0,0,0
2010,Austria,Azerbaijan,AUT,AZE,381,196,0,0,0,0,0
2010,Azerbaijan,Azerbaijan,AZE,AZE,0,0,592860,0,0,0,0
2010,Belgium,Azerbaijan,BEL,AZE,26,0,0,0,0,0,0
2010,Belarus,Azerbaijan,BLR,AZE,25,0,0,0,0,0,0
2010,Bulgaria,Azerbaijan,BGR,AZE,5,17,0,0,0,0,0
2010,Canada,Azerbaijan,CAN,AZE,714,37,0,0,0,0,0
2010,Czechia,Azerbaijan,CZE,AZE,24,7,0,0,0,0,0
2010,Denmark,Azerbaijan,DNK,AZE,130,12,0,0,0,0,0
2010,Finland,Azerbaijan,FIN,AZE,53,9,0,0,0,0,0
2010,France,Azerbaijan,FRA,AZE,2239,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,GBR,AZE,75,0,0,0,0,0,0
2010,Germany,Azerbaijan,DEU,AZE,6326,1116,0,0,0,0,0
2010,Greece,Azerbaijan,GRC,AZE,13,12,0,0,0,0,0
2010,Hungary,Azerbaijan,HUN,AZE,5,15,0,0,0,0,0
2010,Ireland,Azerbaijan,IRL,AZE,26,5,0,0,0,0,0
2010,Italy,Azerbaijan,ITA,AZE,41,6,0,0,0,0,0
2010,Lithuania,Azerbaijan,LTU,AZE,5,0,0,0,0,0,0
2010,Luxembourg,Azerbaijan,LUX,AZE,0,5,0,0,0,0,0
2010,Latvia,Azerbaijan,LVA,AZE,5,0,0,0,0,0,0
2010,"Rep. of Moldova",Azerbaijan,MDA,AZE,10,0,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Azerbaijan,NLD,AZE,1887,135,0,0,0,0,0
2010,Norway,Azerbaijan,NOR,AZE,68,61,0,0,0,0,0
2010,Poland,Azerbaijan,POL,AZE,10,10,0,0,0,0,0
2010,"Russian Federation",Azerbaijan,RUS,AZE,17,10,0,0,0,0,0
2010,Spain,Azerbaijan,ESP,AZE,34,6,0,0,0,0,0
2010,Sweden,Azerbaijan,SWE,AZE,781,364,0,0,0,0,0
2010,Switzerland,Azerbaijan,CHE,AZE,64,26,0,0,0,0,0
2010,Turkmenistan,Azerbaijan,TKM,AZE,24,0,0,0,0,0,0
2010,Ukraine,Azerbaijan,UKR,AZE,175,17,0,0,0,0,0
2010,"United States of America",Azerbaijan,USA,AZE,1236,6,0,0,0,0,0
2010,Uzbekistan,Azerbaijan,UZB,AZE,5,0,0,0,0,0,0
2010,Australia,Bahrain,AUS,BHR,22,8,0,0,0,0,0
2010,Canada,Bahrain,CAN,BHR,5,6,0,0,0,0,0
2010,Germany,Bahrain,DEU,BHR,37,0,0,0,0,0,0
2010,Ireland,Bahrain,IRL,BHR,0,5,0,0,0,0,0
2010,Switzerland,Bahrain,CHE,BHR,0,5,0,0,0,0,0
2010,"United States of America",Bahrain,USA,BHR,17,0,0,0,0,0,0
2010,Canada,Barbados,CAN,BRB,29,63,0,0,0,0,0
2010,Angola,Burundi,AGO,BDI,14,13,0,0,0,0,0
2010,Egypt,Burundi,EGY,BDI,41,0,0,0,0,0,0
2010,Argentina,Burundi,ARG,BDI,6,0,0,0,0,0,0
2010,Australia,Burundi,AUS,BDI,31,0,0,0,0,0,0
2010,Austria,Burundi,AUT,BDI,24,5,0,0,0,0,0
2010,Burundi,Burundi,BDI,BDI,0,0,157167,0,0,0,0
2010,Belgium,Burundi,BEL,BDI,255,0,0,0,0,0,0
2010,Benin,Burundi,BEN,BDI,23,0,0,0,0,0,0
2010,"Burkina Faso",Burundi,BFA,BDI,61,44,0,0,0,0,0
2010,Botswana,Burundi,BWA,BDI,61,17,0,0,0,0,0
2010,Brazil,Burundi,BRA,BDI,33,0,0,0,0,0,0
2010,Bulgaria,Burundi,BGR,BDI,5,0,0,0,0,0,0
2010,Canada,Burundi,CAN,BDI,1968,212,0,0,0,0,0
2010,"Central African Rep.",Burundi,CAF,BDI,26,0,0,0,0,0,0
2010,Cameroon,Burundi,CMR,BDI,259,0,0,0,0,0,0
2010,Congo,Burundi,COG,BDI,70,20,0,0,0,0,0
2010,"Dem. Rep. of the Congo",Burundi,COD,BDI,12845,720,0,0,0,0,0
2010,Denmark,Burundi,DNK,BDI,114,5,0,0,0,0,0
2010,Ethiopia,Burundi,ETH,BDI,79,14,0,0,0,0,0
2010,Finland,Burundi,FIN,BDI,5,5,0,0,0,0,0
2010,France,Burundi,FRA,BDI,320,0,0,0,0,0,0
2010,Gabon,Burundi,GAB,BDI,31,0,0,0,0,0,0
2010,"United Kingdom of Great Britain and Northern Ireland",Burundi,GBR,BDI,1791,0,0,0,0,0,0
2010,Germany,Burundi,DEU,BDI,138,19,0,0,0,0,0
2010,Guinea-Bissau,Burundi,GNB,BDI,5,6,0,0,0,0,0
2010,Greece,Burundi,GRC,BDI,6,20,0,0,0,0,0
2010,Guinea,Burundi,GIN,BDI,7,0,0,0,0,0,0
2010,"Cote d'Ivoire",Burundi,CIV,BDI,36,0,0,0,0,0,0
2010,Ireland,Burundi,IRL,BDI,42,33,0,0,0,0,0
2010,Italy,Burundi,ITA,BDI,11,5,0,0,0,0,0
2010,Japan,Burundi,JPN,BDI,7,0,0,0,0,0,0
2010,Kenya,Burundi,KEN,BDI,765,731,0,0,0,0,0
2010,Luxembourg,Burundi,LUX,BDI,0,6,0,0,0,0,0
2010,Mali,Burundi,MLI,BDI,53,5,0,0,0,0,0
2010,Malawi,Burundi,MWI,BDI,1287,2333,0,0,0,0,0
2010,Mozambique,Burundi,MOZ,BDI,934,883,0,0,0,0,0
2010,Namibia,Burundi,NAM,BDI,178,136,0,0,0,0,0
2010,"Netherlands (Kingdom of the)",Burundi,NLD,BDI,2223,332,0,0,0,0,0
2010,Nigeria,Burundi,NGA,BDI,6,0,0,0,0,0,0
2010,Norway,Burundi,NOR,BDI,414,55,0,0,0,0,0
2010,"South Africa",Burundi,ZAF,BDI,2412,0,0,0,0,0,0
2010,Rwanda,Burundi,RWA,BDI,341,27,0,0,0,0,0
2010,Senegal,Burundi,SEN,BDI,51,14,0,0,0,0,0
2010,Spain,Burundi,ESP,BDI,5,5,0,0,0,0,0
2010,Eswatini,Burundi,SWZ,BDI,170,0,0,0,0,0,0
2010,Sweden,Burundi,SWE,BDI,1292,25,0,0,0,0,0
