Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2015,"China, Hong Kong SAR",Afghanistan,HKG,AFG,0,8,0,0,0,0,0
2015,Croatia,Afghanistan,HRV,AFG,22,0,0,0,0,0,0
2015,Hungary,Afghanistan,HUN,AFG,942,8469,0,0,0,0,0
2015,Iceland,Afghanistan,ISL,AFG,12,21,0,0,0,0,0
2015,India,Afghanistan,IND,AFG,10196,2728,0,0,0,0,0
2015,Indonesia,Afghanistan,IDN,AFG,2890,3782,0,0,0,0,0
2015,Ireland,Afghanistan,IRL,AFG,182,162,0,0,0,0,0
2015,"Iran (Islamic Rep. of)",Afghanistan,IRN,AFG,951142,33,0,0,0,0,0
2015,Iraq,Afghanistan,IRQ,AFG,9,133,0,0,0,0,0
2015,Italy,Afghanistan,ITA,AFG,12203,2690,0,0,0,0,0
2015,Jordan,Afghanistan,JOR,AFG,8,9,0,0,0,0,0
2015,Japan,Afghanistan,JPN,AFG,40,14,0,0,0,0,0
2015,Kazakhstan,Afghanistan,KAZ,AFG,644,49,0,0,0,0,0
2015,Kenya,Afghanistan,KEN,AFG,5,0,0,0,0,0,0
2015,Kyrgyzstan,Afghanistan,KGZ,AFG,258,118,0,0,0,0,0
2015,"Rep. of Korea",Afghanistan,KOR,AFG,32,20,0,0,0,0,0
2015,Lebanon,Afghanistan,LBN,AFG,20,13,0,0,0,0,0
2015,Liechtenstein,Afghanistan,LIE,AFG,0,7,0,0,0,0,0
2015,"Sri Lanka",Afghanistan,LKA,AFG,124,107,0,0,0,0,0
2015,Lithuania,Afghanistan,LTU,AFG,199,15,0,0,0,0,0
2015,Luxembourg,Afghanistan,LUX,AFG,37,221,0,0,0,0,0
2015,Latvia,Afghanistan,LVA,AFG,36,33,0,0,0,0,0
2015,"Rep. of Moldova",Afghanistan,MDA,AFG,17,9,0,0,0,0,0
2015,Mexico,Afghanistan,MEX,AFG,0,6,0,0,0,0,0
2015,Malaysia,Afghanistan,MYS,AFG,173,336,0,0,0,0,0
2015,Mongolia,Afghanistan,MNG,AFG,5,0,0,0,0,0,0
2015,Nepal,Afghanistan,NPL,AFG,69,0,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Afghanistan,NLD,AFG,5803,2360,0,0,0,0,0
2015,Nigeria,Afghanistan,NGA,AFG,5,0,0,0,0,0,0
2015,Norway,Afghanistan,NOR,AFG,5684,6076,0,0,0,0,0
2015,Nauru,Afghanistan,NRU,AFG,41,7,0,0,0,0,0
2015,"New Zealand",Afghanistan,NZL,AFG,38,7,0,0,0,0,0
2015,Pakistan,Afghanistan,PAK,AFG,1560592,6358,0,0,0,0,0
2015,Panama,Afghanistan,PAN,AFG,0,8,0,0,0,0,0
2015,Philippines,Afghanistan,PHL,AFG,5,0,0,0,0,0,0
2015,"Papua New Guinea",Afghanistan,PNG,AFG,27,7,0,0,0,0,0
2015,Poland,Afghanistan,POL,AFG,93,9,0,0,0,0,0
2015,Portugal,Afghanistan,PRT,AFG,11,0,0,0,0,0,0
2015,Romania,Afghanistan,ROU,AFG,141,41,0,0,0,0,0
2015,"South Africa",Afghanistan,ZAF,AFG,10,5,0,0,0,0,0
2015,"Russian Federation",Afghanistan,RUS,AFG,945,291,0,0,0,0,0
2015,Senegal,Afghanistan,SEN,AFG,0,9,0,0,0,0,0
2015,Spain,Afghanistan,ESP,AFG,194,115,0,0,0,0,0
2015,"Serbia and Kosovo: S/RES/1244 (1999)",Afghanistan,SRB,AFG,0,35,0,0,0,0,0
2015,Sudan,Afghanistan,SDN,AFG,6,0,0,0,0,0,0
2015,Slovakia,Afghanistan,SVK,AFG,279,0,0,0,0,0,0
2015,Slovenia,Afghanistan,SVN,AFG,22,16,0,0,0,0,0
2015,Sweden,Afghanistan,SWE,AFG,13064,40614,0,0,0,0,0
2015,Switzerland,Afghanistan,CHE,AFG,4686,7243,0,0,0,0,0
2015,"Syrian Arab Rep.",Afghanistan,SYR,AFG,1213,274,0,0,0,0,0
2015,Thailand,Afghanistan,THA,AFG,16,48,0,0,0,0,0
2015,Tajikistan,Afghanistan,TJK,AFG,1950,286,0,0,0,0,52
2015,Turkmenistan,Afghanistan,TKM,AFG,18,0,0,0,0,0,0
2015,Türkiye,Afghanistan,TUR,AFG,3846,90156,0,0,0,0,0
2015,Ukraine,Afghanistan,UKR,AFG,1520,2821,0,0,0,0,0
2015,"United States of America",Afghanistan,USA,AFG,1361,609,0,0,0,0,0
2015,Uzbekistan,Afghanistan,UZB,AFG,106,0,0,0,0,0,0
2015,"Venezuela (Bolivarian Republic of)",Afghanistan,VEN,AFG,5,0,0,0,0,0,0
2015,Argentina,Albania,ARG,ALB,20,0,0,0,0,0,0
2015,Australia,Albania,AUS,ALB,66,41,0,0,0,0,0
2015,Austria,Albania,AUT,ALB,106,134,0,0,0,0,0
2015,Belgium,Albania,BEL,ALB,484,382,0,0,0,0,0
2015,Canada,Albania,CAN,ALB,1243,135,0,0,0,0,0
2015,Cyprus,Albania,CYP,ALB,0,5,0,0,0,0,0
2015,Czechia,Albania,CZE,ALB,6,0,0,0,0,0,0
2015,Denmark,Albania,DNK,ALB,20,0,0,0,0,0,0
2015,Ecuador,Albania,ECU,ALB,6,0,0,0,0,0,0
2015,Finland,Albania,FIN,ALB,5,98,0,0,0,0,0
2015,France,Albania,FRA,ALB,2911,2512,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Albania,GBR,ALB,1823,2211,0,0,0,0,0
2015,Germany,Albania,DEU,ALB,472,32295,0,0,0,0,0
2015,Greece,Albania,GRC,ALB,143,608,0,0,0,0,0
2015,Hungary,Albania,HUN,ALB,0,31,0,0,0,0,0
2015,Iceland,Albania,ISL,ALB,5,37,0,0,0,0,0
2015,Ireland,Albania,IRL,ALB,75,275,0,0,0,0,0
2015,Italy,Albania,ITA,ALB,356,267,0,0,0,0,0
2015,Liechtenstein,Albania,LIE,ALB,0,5,0,0,0,0,0
2015,Luxembourg,Albania,LUX,ALB,75,110,0,0,0,0,0
2015,Mexico,Albania,MEX,ALB,5,5,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Albania,NLD,ALB,13,592,0,0,0,0,0
2015,Norway,Albania,NOR,ALB,15,28,0,0,0,0,0
2015,Spain,Albania,ESP,ALB,0,10,0,0,0,0,0
2015,Sweden,Albania,SWE,ALB,297,1036,0,0,0,0,0
2015,Switzerland,Albania,CHE,ALB,64,109,0,0,0,0,0
2015,"United States of America",Albania,USA,ALB,2194,1229,0,0,0,0,0
2015,Egypt,Algeria,EGY,DZA,0,5,0,0,0,0,0
2015,Argentina,Algeria,ARG,DZA,34,0,0,0,0,0,0
2015,Australia,Algeria,AUS,DZA,12,10,0,0,0,0,0
2015,Austria,Algeria,AUT,DZA,52,609,0,0,0,0,0
2015,Belgium,Algeria,BEL,DZA,47,65,0,0,0,0,0
2015,Brazil,Algeria,BRA,DZA,7,5,0,0,0,0,0
2015,Bulgaria,Algeria,BGR,DZA,0,35,0,0,0,0,0
2015,Canada,Algeria,CAN,DZA,355,45,0,0,0,0,0
2015,Cyprus,Algeria,CYP,DZA,8,0,0,0,0,0,0
2015,Czechia,Algeria,CZE,DZA,0,5,0,0,0,0,0
2015,Denmark,Algeria,DNK,DZA,9,5,0,0,0,0,0
2015,Finland,Algeria,FIN,DZA,20,40,0,0,0,0,0
2015,France,Algeria,FRA,DZA,1384,1625,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Algeria,GBR,DZA,334,174,0,0,0,0,0
2015,Germany,Algeria,DEU,DZA,289,3661,0,0,0,0,0
2015,Greece,Algeria,GRC,DZA,33,71,0,0,0,0,0
2015,"China, Hong Kong SAR",Algeria,HKG,DZA,0,7,0,0,0,0,0
2015,Croatia,Algeria,HRV,DZA,0,5,0,0,0,0,0
2015,Hungary,Algeria,HUN,DZA,16,52,0,0,0,0,0
2015,Indonesia,Algeria,IDN,DZA,0,5,0,0,0,0,0
2015,Ireland,Algeria,IRL,DZA,188,153,0,0,0,0,0
2015,Italy,Algeria,ITA,DZA,146,114,0,0,0,0,0
2015,Jordan,Algeria,JOR,DZA,0,5,0,0,0,0,0
2015,"Rep. of Korea",Algeria,KOR,DZA,5,5,0,0,0,0,0
2015,Libya,Algeria,LBY,DZA,5,0,0,0,0,0,0
2015,Lebanon,Algeria,LBN,DZA,0,0,0,0,0,0,12
2015,Luxembourg,Algeria,LUX,DZA,0,46,0,0,0,0,0
2015,Morocco,Algeria,MAR,DZA,0,5,0,0,0,0,0
2015,Malta,Algeria,MLT,DZA,0,10,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Algeria,NLD,DZA,26,24,0,0,0,0,0
2015,Norway,Algeria,NOR,DZA,20,25,0,0,0,0,0
2015,"New Zealand",Algeria,NZL,DZA,6,0,0,0,0,0,0
2015,Pakistan,Algeria,PAK,DZA,22,0,0,0,0,0,0
2015,Poland,Algeria,POL,DZA,5,0,0,0,0,0,0
2015,Romania,Algeria,ROU,DZA,5,8,0,0,0,0,0
2015,"South Africa",Algeria,ZAF,DZA,5,242,0,0,0,0,0
2015,Senegal,Algeria,SEN,DZA,9,10,0,0,0,0,0
2015,Spain,Algeria,ESP,DZA,38,5,0,0,0,0,0
2015,Sweden,Algeria,SWE,DZA,61,249,0,0,0,0,0
2015,Switzerland,Algeria,CHE,DZA,158,131,0,0,0,0,0
2015,"Syrian Arab Rep.",Algeria,SYR,DZA,8,28,0,0,0,0,0
2015,Tunisia,Algeria,TUN,DZA,13,0,0,0,0,0,0
2015,Türkiye,Algeria,TUR,DZA,5,23,0,0,0,0,0
2015,Ukraine,Algeria,UKR,DZA,0,16,0,0,0,0,0
2015,"United States of America",Algeria,USA,DZA,145,99,0,0,0,0,0
2015,Australia,Andorra,AUS,AND,0,5,0,0,0,0,0
2015,"United States of America",Andorra,USA,AND,5,0,0,0,0,0,0
2015,Argentina,Angola,ARG,AGO,14,0,0,0,0,0,0
2015,Austria,Angola,AUT,AGO,121,10,0,0,0,0,0
2015,Burundi,Angola,BDI,AGO,0,9,0,0,0,0,0
2015,Belgium,Angola,BEL,AGO,100,29,0,0,0,0,0
2015,Brazil,Angola,BRA,AGO,1083,1164,0,0,0,0,0
2015,Canada,Angola,CAN,AGO,226,9,0,0,0,0,0
2015,"Central African Rep.",Angola,CAF,AGO,15,0,0,0,0,0,0
2015,Cameroon,Angola,CMR,AGO,12,0,0,0,0,0,0
2015,Congo,Angola,COG,AGO,303,77,0,0,0,0,144
2015,"Dem. Rep. of the Congo",Angola,COD,AGO,561,0,0,0,0,0,14474
2015,Czechia,Angola,CZE,AGO,19,0,0,0,0,0,0
2015,Finland,Angola,FIN,AGO,157,0,0,0,0,0,0
2015,France,Angola,FRA,AGO,3349,503,0,0,0,0,0
2015,Gabon,Angola,GAB,AGO,5,0,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Angola,GBR,AGO,294,71,0,0,0,0,0
2015,Germany,Angola,DEU,AGO,796,187,0,0,0,0,0
2015,Greece,Angola,GRC,AGO,5,0,0,0,0,0,0
2015,Hungary,Angola,HUN,AGO,5,0,0,0,0,0,0
2015,"Cote d'Ivoire",Angola,CIV,AGO,5,0,0,0,0,0,0
2015,Ireland,Angola,IRL,AGO,249,15,0,0,0,0,0
2015,Italy,Angola,ITA,AGO,40,0,0,0,0,0,0
2015,"Rep. of Korea",Angola,KOR,AGO,5,0,0,0,0,0,0
2015,Luxembourg,Angola,LUX,AGO,15,6,0,0,0,0,0
2015,Mexico,Angola,MEX,AGO,5,0,0,0,0,0,0
2015,Mozambique,Angola,MOZ,AGO,5,5,0,0,0,0,0
2015,Namibia,Angola,NAM,AGO,0,0,0,0,0,0,1660
2015,"Netherlands (Kingdom of the)",Angola,NLD,AGO,183,13,0,0,0,0,0
2015,Norway,Angola,NOR,AGO,58,0,0,0,0,0,0
2015,Portugal,Angola,PRT,AGO,0,18,0,0,0,0,0
2015,"South Africa",Angola,ZAF,AGO,3042,220,0,0,0,0,0
2015,"Russian Federation",Angola,RUS,AGO,9,0,0,0,0,0,0
2015,Rwanda,Angola,RWA,AGO,5,0,0,0,0,0,0
2015,Senegal,Angola,SEN,AGO,0,12,0,0,0,0,0
2015,Spain,Angola,ESP,AGO,12,285,0,0,0,0,0
2015,Eswatini,Angola,SWZ,AGO,9,0,0,0,0,0,0
2015,Sweden,Angola,SWE,AGO,68,15,0,0,0,0,0
2015,Switzerland,Angola,CHE,AGO,918,27,0,0,0,0,0
2015,Türkiye,Angola,TUR,AGO,0,7,0,0,0,0,0
2015,Ukraine,Angola,UKR,AGO,29,9,0,0,0,0,0
2015,"United States of America",Angola,USA,AGO,133,560,0,0,0,0,0
2015,Zambia,Angola,ZMB,AGO,0,0,0,0,0,0,18687
2015,Canada,"Antigua and Barbuda",CAN,ATG,51,7,0,0,0,0,0
2015,"United States of America","Antigua and Barbuda",USA,ATG,5,5,0,0,0,0,0
2015,Albania,Egypt,ALB,EGY,5,0,0,0,0,0,0
2015,Argentina,Egypt,ARG,EGY,5,0,0,0,0,0,0
2015,Australia,Egypt,AUS,EGY,1507,287,0,0,0,0,0
2015,Austria,Egypt,AUT,EGY,137,275,0,0,0,0,0
2015,Bahrain,Egypt,BHR,EGY,0,5,0,0,0,0,0
2015,Belgium,Egypt,BEL,EGY,59,60,0,0,0,0,0
2015,Belarus,Egypt,BLR,EGY,6,0,0,0,0,0,0
2015,Brazil,Egypt,BRA,EGY,13,133,0,0,0,0,0
2015,Bulgaria,Egypt,BGR,EGY,8,7,0,0,0,0,0
2015,Canada,Egypt,CAN,EGY,752,101,0,0,0,0,0
2015,Cyprus,Egypt,CYP,EGY,84,179,0,0,0,0,0
2015,Czechia,Egypt,CZE,EGY,0,5,0,0,0,0,0
2015,Denmark,Egypt,DNK,EGY,6,27,0,0,0,0,0
2015,Ethiopia,Egypt,ETH,EGY,5,0,0,0,0,0,0
2015,Finland,Egypt,FIN,EGY,8,18,0,0,0,0,0
2015,France,Egypt,FRA,EGY,767,279,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Egypt,GBR,EGY,473,373,0,0,0,0,0
2015,Georgia,Egypt,GEO,EGY,6,37,0,0,0,0,0
2015,Germany,Egypt,DEU,EGY,636,3109,0,0,0,0,0
2015,Greece,Egypt,GRC,EGY,140,228,0,0,0,0,0
2015,"China, Hong Kong SAR",Egypt,HKG,EGY,5,27,0,0,0,0,0
2015,Hungary,Egypt,HUN,EGY,12,24,0,0,0,0,0
2015,Indonesia,Egypt,IDN,EGY,13,11,0,0,0,0,0
2015,Ireland,Egypt,IRL,EGY,36,27,0,0,0,0,0
2015,Iraq,Egypt,IRQ,EGY,0,28,0,0,0,0,0
2015,Italy,Egypt,ITA,EGY,1397,402,0,0,0,0,0
2015,Jordan,Egypt,JOR,EGY,56,212,0,0,0,0,0
2015,Japan,Egypt,JPN,EGY,0,14,0,0,0,0,0
2015,Kenya,Egypt,KEN,EGY,6,0,0,0,0,0,0
2015,"Rep. of Korea",Egypt,KOR,EGY,10,905,0,0,0,0,0
2015,Kuwait,Egypt,KWT,EGY,0,22,0,0,0,0,0
2015,Libya,Egypt,LBY,EGY,5,0,0,0,0,0,0
2015,Lebanon,Egypt,LBN,EGY,45,123,0,0,0,0,52
2015,Luxembourg,Egypt,LUX,EGY,5,5,0,0,0,0,0
2015,Latvia,Egypt,LVA,EGY,5,0,0,0,0,0,0
2015,"Rep. of Moldova",Egypt,MDA,EGY,5,0,0,0,0,0,0
2015,Mexico,Egypt,MEX,EGY,5,0,0,0,0,0,0
2015,Malaysia,Egypt,MYS,EGY,0,26,0,0,0,0,0
2015,Malta,Egypt,MLT,EGY,43,22,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Egypt,NLD,EGY,198,49,0,0,0,0,0
2015,Norway,Egypt,NOR,EGY,27,241,0,0,0,0,0
2015,"New Zealand",Egypt,NZL,EGY,22,5,0,0,0,0,0
2015,Poland,Egypt,POL,EGY,46,12,0,0,0,0,0
2015,Romania,Egypt,ROU,EGY,21,11,0,0,0,0,0
2015,"South Africa",Egypt,ZAF,EGY,5,700,0,0,0,0,0
2015,"Russian Federation",Egypt,RUS,EGY,11,14,0,0,0,0,0
2015,Spain,Egypt,ESP,EGY,11,35,0,0,0,0,0
2015,Sudan,Egypt,SDN,EGY,24,28,0,0,0,0,0
2015,Sweden,Egypt,SWE,EGY,274,541,0,0,0,0,0
2015,Switzerland,Egypt,CHE,EGY,86,53,0,0,0,0,0
2015,"Syrian Arab Rep.",Egypt,SYR,EGY,27,107,0,0,0,0,0
2015,Thailand,Egypt,THA,EGY,5,13,0,0,0,0,0
2015,Türkiye,Egypt,TUR,EGY,30,190,0,0,0,0,0
2015,Ukraine,Egypt,UKR,EGY,5,21,0,0,0,0,0
2015,"United States of America",Egypt,USA,EGY,10852,3120,0,0,0,0,0
2015,Yemen,Egypt,YEM,EGY,15,13,0,0,0,0,0
2015,Zambia,Egypt,ZMB,EGY,0,5,0,0,0,0,0
2015,Zimbabwe,Egypt,ZWE,EGY,5,13,0,0,0,0,26
2015,Australia,Argentina,AUS,ARG,0,6,0,0,0,0,0
2015,Brazil,Argentina,BRA,ARG,11,7,0,0,0,0,0
2015,Canada,Argentina,CAN,ARG,85,6,0,0,0,0,0
2015,France,Argentina,FRA,ARG,5,0,0,0,0,0,0
2015,Germany,Argentina,DEU,ARG,12,5,0,0,0,0,0
2015,Sweden,Argentina,SWE,ARG,0,5,0,0,0,0,0
2015,"Syrian Arab Rep.",Argentina,SYR,ARG,0,5,0,0,0,0,0
2015,"United States of America",Argentina,USA,ARG,73,126,0,0,0,0,0
2015,Argentina,Armenia,ARG,ARM,79,35,0,0,0,0,0
2015,Australia,Armenia,AUS,ARM,5,0,0,0,0,0,0
2015,Austria,Armenia,AUT,ARM,957,657,0,0,0,0,0
2015,Belgium,Armenia,BEL,ARM,126,127,0,0,0,0,0
2015,Belarus,Armenia,BLR,ARM,5,0,0,0,0,0,0
2015,Brazil,Armenia,BRA,ARM,5,0,0,0,0,0,0
2015,"Bosnia and Herzegovina",Armenia,BIH,ARM,0,5,0,0,0,0,0
2015,Bulgaria,Armenia,BGR,ARM,25,24,0,0,0,0,0
2015,Canada,Armenia,CAN,ARM,180,0,0,0,0,0,0
2015,Cyprus,Armenia,CYP,ARM,26,9,0,0,0,0,0
2015,Czechia,Armenia,CZE,ARM,69,24,0,0,0,0,0
2015,Denmark,Armenia,DNK,ARM,73,63,0,0,0,0,0
2015,Ecuador,Armenia,ECU,ARM,5,0,0,0,0,0,0
2015,France,Armenia,FRA,ARM,4034,1234,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Armenia,GBR,ARM,38,19,0,0,0,0,0
2015,Germany,Armenia,DEU,ARM,1191,4675,0,0,0,0,0
2015,Greece,Armenia,GRC,ARM,11,18,0,0,0,0,0
2015,Hungary,Armenia,HUN,ARM,45,0,0,0,0,0,0
2015,Iceland,Armenia,ISL,ARM,5,0,0,0,0,0,0
2015,Ireland,Armenia,IRL,ARM,10,7,0,0,0,0,0
2015,Italy,Armenia,ITA,ARM,274,29,0,0,0,0,0
2015,Lebanon,Armenia,LBN,ARM,0,0,0,0,0,0,14
2015,Liechtenstein,Armenia,LIE,ARM,8,0,0,0,0,0,0
2015,Lithuania,Armenia,LTU,ARM,5,0,0,0,0,0,0
2015,Luxembourg,Armenia,LUX,ARM,0,5,0,0,0,0,0
2015,"Rep. of Moldova",Armenia,MDA,ARM,20,5,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Armenia,NLD,ARM,562,65,0,0,0,0,0
2015,Norway,Armenia,NOR,ARM,13,13,0,0,0,0,0
2015,Poland,Armenia,POL,ARM,78,60,0,0,0,0,0
2015,Portugal,Armenia,PRT,ARM,5,0,0,0,0,0,0
2015,"Russian Federation",Armenia,RUS,ARM,5,10,0,0,0,0,0
2015,Spain,Armenia,ESP,ARM,18,45,0,0,0,0,0
2015,Sudan,Armenia,SDN,ARM,5,0,0,0,0,0,0
2015,Slovakia,Armenia,SVK,ARM,10,0,0,0,0,0,0
2015,Sweden,Armenia,SWE,ARM,559,390,0,0,0,0,0
2015,Switzerland,Armenia,CHE,ARM,120,87,0,0,0,0,0
2015,Ukraine,Armenia,UKR,ARM,200,31,0,0,0,0,0
2015,"United States of America",Armenia,USA,ARM,2440,854,0,0,0,0,0
2015,Canada,Australia,CAN,AUS,6,0,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Australia,GBR,AUS,5,0,0,0,0,0,0
2015,Germany,Australia,DEU,AUS,5,0,0,0,0,0,0
2015,Sweden,Australia,SWE,AUS,5,0,0,0,0,0,0
2015,"United States of America",Austria,USA,AUT,0,5,0,0,0,0,0
2015,Armenia,Azerbaijan,ARM,AZE,1501,0,0,0,0,0,0
2015,Australia,Azerbaijan,AUS,AZE,0,8,0,0,0,0,0
2015,Austria,Azerbaijan,AUT,AZE,405,165,0,0,0,0,0
2015,Azerbaijan,Azerbaijan,AZE,AZE,0,0,618220,0,0,0,0
2015,Belgium,Azerbaijan,BEL,AZE,76,18,0,0,0,0,0
2015,Belarus,Azerbaijan,BLR,AZE,14,0,0,0,0,0,0
2015,Bulgaria,Azerbaijan,BGR,AZE,0,5,0,0,0,0,0
2015,Canada,Azerbaijan,CAN,AZE,291,20,0,0,0,0,0
2015,Czechia,Azerbaijan,CZE,AZE,31,5,0,0,0,0,0
2015,Denmark,Azerbaijan,DNK,AZE,59,15,0,0,0,0,0
2015,Finland,Azerbaijan,FIN,AZE,30,13,0,0,0,0,0
2015,France,Azerbaijan,FRA,AZE,2816,788,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,GBR,AZE,83,30,0,0,0,0,0
2015,Georgia,Azerbaijan,GEO,AZE,0,5,0,0,0,0,0
2015,Germany,Azerbaijan,DEU,AZE,2171,3190,0,0,0,0,0
2015,Greece,Azerbaijan,GRC,AZE,10,0,0,0,0,0,0
2015,Croatia,Azerbaijan,HRV,AZE,5,0,0,0,0,0,0
2015,Hungary,Azerbaijan,HUN,AZE,13,0,0,0,0,0,0
2015,Ireland,Azerbaijan,IRL,AZE,14,0,0,0,0,0,0
2015,Italy,Azerbaijan,ITA,AZE,61,8,0,0,0,0,0
2015,Lithuania,Azerbaijan,LTU,AZE,5,11,0,0,0,0,0
2015,Luxembourg,Azerbaijan,LUX,AZE,14,10,0,0,0,0,0
2015,Latvia,Azerbaijan,LVA,AZE,5,0,0,0,0,0,0
2015,"Rep. of Moldova",Azerbaijan,MDA,AZE,6,0,0,0,0,0,0
2015,"Netherlands (Kingdom of the)",Azerbaijan,NLD,AZE,621,35,0,0,0,0,0
2015,Norway,Azerbaijan,NOR,AZE,32,15,0,0,0,0,0
2015,Poland,Azerbaijan,POL,AZE,8,0,0,0,0,0,0
2015,"Russian Federation",Azerbaijan,RUS,AZE,18,0,0,0,0,0,0
2015,Spain,Azerbaijan,ESP,AZE,36,0,0,0,0,0,0
2015,Sweden,Azerbaijan,SWE,AZE,783,572,0,0,0,0,0
2015,Switzerland,Azerbaijan,CHE,AZE,79,33,0,0,0,0,0
2015,Turkmenistan,Azerbaijan,TKM,AZE,7,0,0,0,0,0,0
2015,Türkiye,Azerbaijan,TUR,AZE,5,0,0,0,0,0,0
2015,Ukraine,Azerbaijan,UKR,AZE,169,54,0,0,0,0,0
2015,"United States of America",Azerbaijan,USA,AZE,339,212,0,0,0,0,0
2015,Australia,Bahrain,AUS,BHR,92,14,0,0,0,0,0
2015,Canada,Bahrain,CAN,BHR,15,7,0,0,0,0,0
2015,France,Bahrain,FRA,BHR,5,5,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Bahrain,GBR,BHR,146,9,0,0,0,0,0
2015,Germany,Bahrain,DEU,BHR,55,9,0,0,0,0,0
2015,Italy,Bahrain,ITA,BHR,5,0,0,0,0,0,0
2015,Lebanon,Bahrain,LBN,BHR,19,15,0,0,0,0,0
2015,"New Zealand",Bahrain,NZL,BHR,22,0,0,0,0,0,0
2015,Sweden,Bahrain,SWE,BHR,14,0,0,0,0,0,0
2015,Switzerland,Bahrain,CHE,BHR,5,0,0,0,0,0,0
2015,"United States of America",Bahrain,USA,BHR,44,22,0,0,0,0,0
2015,Canada,Barbados,CAN,BRB,95,16,0,0,0,0,0
2015,"United Kingdom of Great Britain and Northern Ireland",Barbados,GBR,BRB,0,8,0,0,0,0,0
2015,Angola,Burundi,AGO,BDI,9,94,0,0,0,0,0
2015,Egypt,Burundi,EGY,BDI,24,18,0,0,0,0,0
2015,Argentina,Burundi,ARG,BDI,5,0,0,0,0,0,0
2015,Australia,Burundi,AUS,BDI,31,33,0,0,0,0,0
2015,Austria,Burundi,AUT,BDI,19,5,0,0,0,0,0
2015,Burundi,Burundi,BDI,BDI,0,0,25000,0,0,0,553
2015,Belgium,Burundi,BEL,BDI,311,259,0,0,0,0,0
2015,"Burkina Faso",Burundi,BFA,BDI,31,0,0,0,0,0,0
2015,Botswana,Burundi,BWA,BDI,44,10,0,0,0,0,0
2015,Brazil,Burundi,BRA,BDI,37,16,0,0,0,0,0
2015,Canada,Burundi,CAN,BDI,2074,186,0,0,0,0,0
2015,"Central African Rep.",Burundi,CAF,BDI,26,0,0,0,0,0,0
